Disease_Curie	Disease_Name	Gene_Curie	Gene_Name
ORPHANET:79327	ALG1-CDG	ENSEMBL:ENSG00000033011	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase
ORPHANET:79326	ALG2-CDG	ENSEMBL:ENSG00000119523	ALG2 alpha-1,3/1,6-mannosyltransferase
ORPHANET:79325	ALG8-CDG	ENSEMBL:ENSG00000159063	ALG8 alpha-1,3-glucosyltransferase
ORPHANET:79324	ALG12-CDG	ENSEMBL:ENSG00000182858	ALG12 alpha-1,6-mannosyltransferase
ORPHANET:79323	MPDU1-CDG	ENSEMBL:ENSG00000129255	mannose-P-dolichol utilization defect 1
ORPHANET:79322	DPM1-CDG	ENSEMBL:ENSG00000000419	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
ORPHANET:79321	ALG3-CDG	ENSEMBL:ENSG00000214160	ALG3 alpha-1,3- mannosyltransferase
ORPHANET:79320	ALG6-CDG	ENSEMBL:ENSG00000088035	ALG6 alpha-1,3-glucosyltransferase
ORPHANET:79319	MPI-CDG	ENSEMBL:ENSG00000178802	mannose phosphate isomerase
ORPHANET:79318	PMM2-CDG	ENSEMBL:ENSG00000140650	phosphomannomutase 2
ORPHANET:79314	L-2-hydroxyglutaric aciduria	ENSEMBL:ENSG00000087299	L-2-hydroxyglutarate dehydrogenase
ORPHANET:79312	Vitamin B12-unresponsive methylmalonic acidemia type mut-	ENSEMBL:ENSG00000146085	methylmalonyl-CoA mutase
ORPHANET:79310	Vitamin B12-responsive methylmalonic acidemia type cblA	ENSEMBL:ENSG00000151611	metabolism of cobalamin associated A
ORPHANET:79311	Vitamin B12-responsive methylmalonic acidemia type cblB	ENSEMBL:ENSG00000139428	metabolism of cobalamin associated B
ORPHANET:79304	Progressive familial intrahepatic cholestasis type 2	ENSEMBL:ENSG00000073734	ATP binding cassette subfamily B member 11
ORPHANET:79305	Progressive familial intrahepatic cholestasis type 3	ENSEMBL:ENSG00000005471	ATP binding cassette subfamily B member 4
ORPHANET:79302	Congenital bile acid synthesis defect type 3	ENSEMBL:ENSG00000172817	cytochrome P450 family 7 subfamily B member 1
ORPHANET:79303	Congenital bile acid synthesis defect type 2	ENSEMBL:ENSG00000122787	aldo-keto reductase family 1 member D1
ORPHANET:79351	3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form	ENSEMBL:ENSG00000092621	phosphoglycerate dehydrogenase
ORPHANET:79350	3-phosphoserine phosphatase deficiency, infantile/juvenile form	ENSEMBL:ENSG00000146733	phosphoserine phosphatase
ORPHANET:79345	Brachytelephalangic chondrodysplasia punctata	ENSEMBL:ENSG00000157399	arylsulfatase L
ORPHANET:85195	Familial expansile osteolysis	ENSEMBL:ENSG00000141655	TNF receptor superfamily member 11a
ORPHANET:85194	Spondylo-ocular syndrome	ENSEMBL:ENSG00000015532	xylosyltransferase 2
ORPHANET:85198	Dysspondyloenchondromatosis	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:85201	Genitopatellar syndrome	ENSEMBL:ENSG00000156650	lysine acetyltransferase 6B
ORPHANET:85200	Ischiovertebral syndrome	ENSEMBL:ENSG00000164619	BMP binding endothelial regulator
ORPHANET:85202	Keutel syndrome	ENSEMBL:ENSG00000111341	matrix Gla protein
ORPHANET:85212	Fetal Gaucher disease	ENSEMBL:ENSG00000177628	glucosylceramidase beta 1
ORPHANET:85277	X-linked intellectual disability, Cantagrel type	ENSEMBL:ENSG00000050030	neurite extension and migration factor
ORPHANET:85278	Christianson syndrome	ENSEMBL:ENSG00000198689	solute carrier family 9 member A6
ORPHANET:85279	KDM5C-related syndromic X-linked intellectual disability	ENSEMBL:ENSG00000126012	lysine demethylase 5C
ORPHANET:85282	MEHMO syndrome	ENSEMBL:ENSG00000130741	eukaryotic translation initiation factor 2 subunit gamma
ORPHANET:85284	BRESEK syndrome	ENSEMBL:ENSG00000012174	membrane bound transcription factor peptidase, site 2
ORPHANET:85287	X-linked intellectual disability, Siderius type	ENSEMBL:ENSG00000172943	PHD finger protein 8
ORPHANET:85288	X-linked intellectual disability, Stocco Dos Santos type	ENSEMBL:ENSG00000158352	shroom family member 4
ORPHANET:85293	X-linked intellectual disability, Cabezas type	ENSEMBL:ENSG00000158290	cullin 4B
ORPHANET:85295	HSD10 disease, atypical type	ENSEMBL:ENSG00000072506	hydroxysteroid 17-beta dehydrogenase 10
ORPHANET:85294	X-linked epilepsy-learning disabilities-behavior disorders syndrome	ENSEMBL:ENSG00000008056	synapsin I
ORPHANET:85329	X-linked intellectual disability-hypotonia-facial dysmorphism-aggressive behavior syndrome	ENSEMBL:ENSG00000182287	adaptor related protein complex 1 subunit sigma 2
ORPHANET:85335	Fried syndrome	ENSEMBL:ENSG00000182287	adaptor related protein complex 1 subunit sigma 2
ORPHANET:85442	Short stature-pituitary and cerebellar defects-small sella turcica syndrome	ENSEMBL:ENSG00000121454	LIM homeobox 4
ORPHANET:85445	AA amyloidosis	ENSEMBL:ENSG00000173432	serum amyloid A1
ORPHANET:85453	X-linked reticulate pigmentary disorder	ENSEMBL:ENSG00000101868	DNA polymerase alpha 1, catalytic subunit
ORPHANET:86788	X-linked severe congenital neutropenia	ENSEMBL:ENSG00000015285	WASP actin nucleation promoting factor
ORPHANET:86309	DPAGT1-CDG	ENSEMBL:ENSG00000172269	dolichyl-phosphate N-acetylglucosaminephosphotransferase 1
ORPHANET:85448	AGel amyloidosis	ENSEMBL:ENSG00000148180	gelsolin
ORPHANET:85447	ATTRV30M amyloidosis	ENSEMBL:ENSG00000118271	transthyretin
ORPHANET:85451	ATTRV122I amyloidosis	ENSEMBL:ENSG00000118271	transthyretin
ORPHANET:86812	POMT1-related limb-girdle muscular dystrophy R11	ENSEMBL:ENSG00000130714	protein O-mannosyltransferase 1
ORPHANET:86813	Helicoid peripapillary chorioretinal degeneration	ENSEMBL:ENSG00000187079	TEA domain transcription factor 1
ORPHANET:86815	Aplasia of lacrimal and salivary glands	ENSEMBL:ENSG00000070193	fibroblast growth factor 10
ORPHANET:86816	Congenital analbuminemia	ENSEMBL:ENSG00000163631	albumin
ORPHANET:512017	Chronic lymphoproliferative disorder of natural killer cells	ENSEMBL:ENSG00000168610	signal transducer and activator of transcription 3
ORPHANET:86817	Hemolytic anemia due to adenylate kinase deficiency	ENSEMBL:ENSG00000106992	adenylate kinase 1
ORPHANET:86819	Atrichia with papular lesions	ENSEMBL:ENSG00000168453	HR lysine demethylase and nuclear receptor corepressor
ORPHANET:86841	Myelodysplastic syndrome associated with isolated del(5q) chromosome abnormality	ENSEMBL:ENSG00000164587	ribosomal protein S14
ORPHANET:512103	Autosomal recessive epidermolytic ichthyosis	ENSEMBL:ENSG00000186395	keratin 10
ORPHANET:86830	Chronic myeloproliferative disease, unclassifiable	ENSEMBL:ENSG00000113721	platelet derived growth factor receptor beta
ORPHANET:86829	Chronic neutrophilic leukemia	ENSEMBL:ENSG00000119535	colony stimulating factor 3 receptor
ORPHANET:512260	Congenital cerebellar ataxia due to RNU12 mutation	ENSEMBL:ENSG00000276027	RNA, U12 small nuclear
ORPHANET:86845	Acute myeloid leukaemia with myelodysplasia-related features	ENSEMBL:ENSG00000168769	tet methylcytosine dioxygenase 2
ORPHANET:86872	T-cell large granular lymphocyte leukemia	ENSEMBL:ENSG00000168610	signal transducer and activator of transcription 3
ORPHANET:86884	Subcutaneous panniculitis-like T-cell lymphoma	ENSEMBL:ENSG00000135077	hepatitis A virus cellular receptor 2
ORPHANET:79503	Ichthyosis hystrix of Curth-Macklin	ENSEMBL:ENSG00000167768	keratin 1
ORPHANET:79495	X-linked congenital generalized hypertrichosis	ENSEMBL:ENSG00000134595	SRY-box transcription factor 3
ORPHANET:79499	Autosomal dominant deafness-onychodystrophy syndrome	ENSEMBL:ENSG00000147416	ATPase H+ transporting V1 subunit B2
ORPHANET:79665	Gardner syndrome	ENSEMBL:ENSG00000134982	APC regulator of WNT signaling pathway
ORPHANET:79643	Autosomal recessive hyperinsulinism due to SUR1 deficiency	ENSEMBL:ENSG00000006071	ATP binding cassette subfamily C member 8
ORPHANET:79651	Mild hyperphenylalaninemia	ENSEMBL:ENSG00000171759	phenylalanine hydroxylase
ORPHANET:79644	Autosomal recessive hyperinsulinism due to Kir6.2 deficiency	ENSEMBL:ENSG00000187486	potassium inwardly rectifying channel subfamily J member 11
ORPHANET:83463	Microtia	ENSEMBL:ENSG00000105996	homeobox A2
ORPHANET:83461	Congenital primary aphakia	ENSEMBL:ENSG00000186790	forkhead box E3
ORPHANET:83454	Glomuvenous malformation	ENSEMBL:ENSG00000174842	glomulin, FKBP associated protein
ORPHANET:83620	Enteric anendocrinosis	ENSEMBL:ENSG00000122859	neurogenin 3
ORPHANET:84090	Fibronectin glomerulopathy	ENSEMBL:ENSG00000115414	fibronectin 1
ORPHANET:513436	Autosomal recessive spastic paraplegia type 78	ENSEMBL:ENSG00000159363	ATPase cation transporting 13A2
ORPHANET:83629	Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome	ENSEMBL:ENSG00000156709	apoptosis inducing factor mitochondria associated 1
ORPHANET:513456	Intellectual disability-seizures-abnormal gait-facial dysmorphism syndrome	ENSEMBL:ENSG00000162923	WD repeat domain 26
ORPHANET:83642	Microcytic anemia with liver iron overload	ENSEMBL:ENSG00000110911	solute carrier family 11 member 2
ORPHANET:85163	Hypomyelination-congenital cataract syndrome	ENSEMBL:ENSG00000122591	hyccin PI4KA lipid kinase complex subunit 1
ORPHANET:85164	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	ENSEMBL:ENSG00000068078	fibroblast growth factor receptor 3
ORPHANET:85146	Neurogenic scapuloperoneal syndrome, Kaeser type	ENSEMBL:ENSG00000175084	desmin
ORPHANET:85128	Bothnia retinal dystrophy	ENSEMBL:ENSG00000140522	retinaldehyde binding protein 1
ORPHANET:85112	Palmoplantar keratoderma-XX sex reversal-predisposition to squamous cell carcinoma syndrome	ENSEMBL:ENSG00000169218	R-spondin 1
ORPHANET:84132	Desmin-related myopathy with Mallory body-like inclusions	ENSEMBL:ENSG00000162430	selenoprotein N
ORPHANET:85186	Endosteal sclerosis-cerebellar hypoplasia syndrome	ENSEMBL:ENSG00000013503	RNA polymerase III subunit B
ORPHANET:85182	Diaphyseal medullary stenosis-bone malignancy syndrome	ENSEMBL:ENSG00000099810	methylthioadenosine phosphorylase
ORPHANET:85179	Infantile osteopetrosis with neuroaxonal dysplasia	ENSEMBL:ENSG00000081087	osteoclastogenesis associated transmembrane protein 1
ORPHANET:85172	Microcephalic osteodysplastic dysplasia, Saul-Wilson type	ENSEMBL:ENSG00000103051	component of oligomeric golgi complex 4
ORPHANET:85169	Familial digital arthropathy-brachydactyly	ENSEMBL:ENSG00000111199	transient receptor potential cation channel subfamily V member 4
ORPHANET:85167	Spondylometaphyseal dysplasia-cone-rod dystrophy syndrome	ENSEMBL:ENSG00000161217	phosphate cytidylyltransferase 1A, choline
ORPHANET:85166	Platyspondylic dysplasia, Torrance type	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:85165	Severe achondroplasia-developmental delay-acanthosis nigricans syndrome	ENSEMBL:ENSG00000068078	fibroblast growth factor receptor 3
ORPHANET:603689	KLHL7-related Bohring-Opitz-like syndrome	ENSEMBL:ENSG00000122550	kelch like family member 7
ORPHANET:603684	KLHL7-related Bohring-Opitz-like/Cold-induced sweating-like overlap syndrome	ENSEMBL:ENSG00000122550	kelch like family member 7
ORPHANET:603694	KLHL7-related cold-induced sweating-like syndrome	ENSEMBL:ENSG00000122550	kelch like family member 7
ORPHANET:610573	CLCN6-related childhood-onset progressive neurodegeneration-peripheral neuropathy syndrome	ENSEMBL:ENSG00000011021	chloride voltage-gated channel 6
ORPHANET:610569	KIAA1109-related early lethal congenital brain malformations-arthrogryposis syndrome	ENSEMBL:ENSG00000138688	bridge-like lipid transfer protein family member 1
ORPHANET:611201	Oculogastrointestinal-neurodevelopmental syndrome	ENSEMBL:ENSG00000103326	calpain 15
ORPHANET:600668	CCNK-related neurodevelopmental disorder-severe intellectual disability-facial dysmorphism syndrome	ENSEMBL:ENSG00000090061	cyclin K
ORPHANET:600663	NRXN1-related severe neurodevelopmental disorder-motor stereotypies-chronic constipation-sleep-wake cycle disturbance	ENSEMBL:ENSG00000179915	neurexin 1
ORPHANET:97249	Pontocerebellar hypoplasia type 3	ENSEMBL:ENSG00000186472	piccolo presynaptic cytomatrix protein
ORPHANET:97297	Bohring-Opitz syndrome	ENSEMBL:ENSG00000171456	ASXL transcriptional regulator 1
ORPHANET:97346	ADan amyloidosis	ENSEMBL:ENSG00000136156	integral membrane protein 2B
ORPHANET:97345	ABri amyloidosis	ENSEMBL:ENSG00000136156	integral membrane protein 2B
ORPHANET:97363	Unilateral multicystic dysplastic kidney	ENSEMBL:ENSG00000275410	HNF1 homeobox B
ORPHANET:97364	Bilateral multicystic dysplastic kidney	ENSEMBL:ENSG00000275410	HNF1 homeobox B
ORPHANET:97548	Right sided atrial isomerism	ENSEMBL:ENSG00000130283	growth differentiation factor 1
ORPHANET:96182	Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7	ENSEMBL:ENSG00000106070	growth factor receptor bound protein 10
ORPHANET:96266	Leydig cell hypoplasia due to partial LH resistance	ENSEMBL:ENSG00000138039	luteinizing hormone/choriogonadotropin receptor
ORPHANET:96265	Leydig cell hypoplasia due to complete LH resistance	ENSEMBL:ENSG00000138039	luteinizing hormone/choriogonadotropin receptor
ORPHANET:97234	Glycogen storage disease due to phosphoglycerate mutase deficiency	ENSEMBL:ENSG00000164708	phosphoglycerate mutase 2
ORPHANET:97238	Rippling muscle disease	ENSEMBL:ENSG00000182533	caveolin 3
ORPHANET:97239	Reducing body myopathy	ENSEMBL:ENSG00000022267	four and a half LIM domains 1
ORPHANET:97240	Zebra body myopathy	ENSEMBL:ENSG00000143632	actin alpha 1, skeletal muscle
ORPHANET:97685	17q11 microdeletion syndrome	ENSEMBL:ENSG00000196712	neurofibromin 1
ORPHANET:95702	X-linked adrenal hypoplasia congenita	ENSEMBL:ENSG00000169297	nuclear receptor subfamily 0 group B member 1
ORPHANET:95699	Congenital adrenal hyperplasia due to cytochrome P450 oxidoreductase deficiency	ENSEMBL:ENSG00000127948	cytochrome p450 oxidoreductase
ORPHANET:95698	NON RARE IN EUROPE: Non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency	ENSEMBL:ENSG00000231852	cytochrome P450 family 21 subfamily A member 2
ORPHANET:95433	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	ENSEMBL:ENSG00000124587	peroxisomal biogenesis factor 6
ORPHANET:95232	Lissencephaly due to LIS1 mutation	ENSEMBL:ENSG00000007168	platelet activating factor acetylhydrolase 1b regulatory subunit 1
ORPHANET:95159	Hepatoerythropoietic porphyria	ENSEMBL:ENSG00000126088	uroporphyrinogen decarboxylase
ORPHANET:95428	COG8-CDG	ENSEMBL:ENSG00000213380	component of oligomeric golgi complex 8
ORPHANET:94122	Cerebellar ataxia, Cayman type	ENSEMBL:ENSG00000167654	ATCAY kinesin light chain interacting caytaxin
ORPHANET:94124	Spinocerebellar ataxia with axonal neuropathy type 1	ENSEMBL:ENSG00000042088	tyrosyl-DNA phosphodiesterase 1
ORPHANET:94125	Recessive mitochondrial ataxia syndrome	ENSEMBL:ENSG00000140521	DNA polymerase gamma, catalytic subunit
ORPHANET:94147	Spinocerebellar ataxia type 7	ENSEMBL:ENSG00000163635	ataxin 7
ORPHANET:94150	Anonychia congenita totalis	ENSEMBL:ENSG00000101282	R-spondin 4
ORPHANET:94065	15q24 microdeletion syndrome	ENSEMBL:ENSG00000169375	SIN3 transcription regulator family member A
ORPHANET:94068	Spondyloepiphyseal dysplasia congenita	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:94083	Partington syndrome	ENSEMBL:ENSG00000004848	aristaless related homeobox
ORPHANET:96147	Kleefstra syndrome due to 9q34 microdeletion	ENSEMBL:ENSG00000181090	euchromatic histone lysine methyltransferase 1
ORPHANET:597623	IRF2BPL-related regressive neurodevelopmental disorder-dystonia-seizures syndrome	ENSEMBL:ENSG00000119669	interferon regulatory factor 2 binding protein like
ORPHANET:597733	Oculocutaneous albinism type 8	ENSEMBL:ENSG00000080166	dopachrome tautomerase
ORPHANET:597939	Euthyroid dysprealbuminemic hyperthyroxinemia	ENSEMBL:ENSG00000118271	transthyretin
ORPHANET:597874	MTHFS-related developmental delay-microcephaly-short stature-epilepsy syndrome	ENSEMBL:ENSG00000136371	methenyltetrahydrofolate synthetase
ORPHANET:93562	AFib amyloidosis	ENSEMBL:ENSG00000171560	fibrinogen alpha chain
ORPHANET:598603	Facial dysmorphism-hypertrichosis-epilepsy-intellectual disability/developmental delay-gingival overgrowth syndrome	ENSEMBL:ENSG00000182450	potassium two pore domain channel subfamily K member 4
ORPHANET:93560	AApoAI amyloidosis	ENSEMBL:ENSG00000118137	apolipoprotein A1
ORPHANET:93561	ALys amyloidosis	ENSEMBL:ENSG00000090382	lysozyme
ORPHANET:93474	Scheie syndrome	ENSEMBL:ENSG00000127415	alpha-L-iduronidase
ORPHANET:93476	Hurler-Scheie syndrome	ENSEMBL:ENSG00000127415	alpha-L-iduronidase
ORPHANET:93473	Hurler syndrome	ENSEMBL:ENSG00000127415	alpha-L-iduronidase
ORPHANET:93399	Juvenile sialidosis type 2	ENSEMBL:ENSG00000204386	neuraminidase 1
ORPHANET:93400	Congenital sialidosis type 2	ENSEMBL:ENSG00000204386	neuraminidase 1
ORPHANET:599373	STXBP1-related encephalopathy	ENSEMBL:ENSG00000136854	syntaxin binding protein 1
ORPHANET:599376	Hypomyelination of early myelinating structures	ENSEMBL:ENSG00000123560	proteolipid protein 1
ORPHANET:93404	Syndactyly type 3	ENSEMBL:ENSG00000152661	gap junction protein alpha 1
ORPHANET:93406	Syndactyly type 5	ENSEMBL:ENSG00000128714	homeobox D13
ORPHANET:93409	Brachydactyly-syndactyly, Zhao type	ENSEMBL:ENSG00000128714	homeobox D13
ORPHANET:93360	Spondyloepimetaphyseal dysplasia with multiple dislocations	ENSEMBL:ENSG00000079616	kinesin family member 22
ORPHANET:93358	Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	ENSEMBL:ENSG00000162733	discoidin domain receptor tyrosine kinase 2
ORPHANET:93357	SPONASTRIME dysplasia	ENSEMBL:ENSG00000160949	tonsoku like, DNA repair protein
ORPHANET:599082	CHD3-related developmental delay-speech delay-intellectual disability-abnormalities of vision-facial dysmorphism syndrome	ENSEMBL:ENSG00000170004	chromodomain helicase DNA binding protein 3
ORPHANET:93372	Familial hypocalciuric hypercalcemia type 1	ENSEMBL:ENSG00000036828	calcium sensing receptor
ORPHANET:93385	NON RARE IN EUROPE: Brachydactyly type D	ENSEMBL:ENSG00000128714	homeobox D13
ORPHANET:93932	FG syndrome type 1	ENSEMBL:ENSG00000184634	mediator complex subunit 12
ORPHANET:93952	X-linked intellectual disability, Hedera type	ENSEMBL:ENSG00000182220	ATPase H+ transporting accessory protein 2
ORPHANET:595109	Atypical Timothy syndrome	ENSEMBL:ENSG00000151067	calcium voltage-gated channel subunit alpha1 C
ORPHANET:93950	X-linked intellectual disability, Sutherland-Haan type	ENSEMBL:ENSG00000102103	polyglutamine binding protein 1
ORPHANET:595098	Timothy syndrome type 1	ENSEMBL:ENSG00000151067	calcium voltage-gated channel subunit alpha1 C
ORPHANET:93947	X-linked intellectual disability, Golabi-Ito-Hall type	ENSEMBL:ENSG00000102103	polyglutamine binding protein 1
ORPHANET:595105	Timothy syndrome type 2	ENSEMBL:ENSG00000151067	calcium voltage-gated channel subunit alpha1 C
ORPHANET:93946	Hamel cerebro-palato-cardiac syndrome	ENSEMBL:ENSG00000102103	polyglutamine binding protein 1
ORPHANET:93945	X-linked intellectual disability, Porteous type	ENSEMBL:ENSG00000102103	polyglutamine binding protein 1
ORPHANET:93622	Dent disease type 1	ENSEMBL:ENSG00000171365	chloride voltage-gated channel 5
ORPHANET:93623	Dent disease type 2	ENSEMBL:ENSG00000122126	OCRL inositol polyphosphate-5-phosphatase
ORPHANET:93598	Primary hyperoxaluria type 1	ENSEMBL:ENSG00000172482	alanine--glyoxylate aminotransferase
ORPHANET:596008	Antley-Bixler syndrome without genital anomaly or disorder of steroidogenesis	ENSEMBL:ENSG00000066468	fibroblast growth factor receptor 2
ORPHANET:93583	Congenital thrombotic thrombocytopenic purpura	ENSEMBL:ENSG00000160323	ADAM metallopeptidase with thrombospondin type 1 motif 13
ORPHANET:93610	Distal renal tubular acidosis with anemia	ENSEMBL:ENSG00000004939	solute carrier family 4 member 1 (Diego blood group)
